Day,Hours,Minutes,Voltage (V),Current (A),Power (W),Power Factor,Frequency (Hz),Energy (kWh),Inside Temperature (°C),Outside Temperature (°C),Inside Humidity (%),Outside Humidity (%)
2031-05-23,05,26,222.4,14.67,3099.0,0.95,50.9,9999.99,18.4,33.0,69.8,65.9
2031-05-23,05,26,222.4,14.67,3099.0,0.95,50.9,9999.99,18.4,33.0,69.8,65.9
2031-05-24,01,47,222.4,14.39,3008.0,0.94,51,9999.99,17.9,32.6,70.7,67.5
2031-05-24,01,47,222.4,14.39,3008.0,0.94,51,9999.99,17.9,32.6,70.7,67.5
2031-05-25,06,39,222.8,14.04,3034.0,0.97,50.8,9999.99,17.7,32.2,72.6,65.7
2031-05-25,06,39,222.8,14.04,3034.0,0.97,50.8,9999.99,17.7,32.2,72.6,65.7
2031-05-26,05,35,222.7,13.82,2985.0,0.97,50.6,9999.99,18.1,32.1,73.6,67.3
2031-05-26,05,35,222.7,13.82,2985.0,0.97,50.6,9999.99,18.1,32.1,73.6,67.3
2031-05-27,10,52,222.3,14.23,3037.0,0.96,50.4,9999.99,18.1,32,75,68.1
2031-05-27,10,52,222.3,14.23,3037.0,0.96,50.4,9999.99,18.1,32,75,68.1
2031-05-28,14,45,222.7,14.22,2945.0,0.93,50.5,9999.99,18.6,32,74.0,69.9
2031-05-28,14,45,222.7,14.22,2945.0,0.93,50.5,9999.99,18.6,32,74.0,69.9
2031-05-29,04,15,223.1,13.74,3004.0,0.98,50.3,9999.99,18.4,32,73.7,69.3
2031-05-29,04,15,223.1,13.74,3004.0,0.98,50.3,9999.99,18.4,32,73.7,69.3
2031-05-30,02,02,223.5,13.63,2894.0,0.95,50.3,9999.99,18.7,32,71.9,68.5
2031-05-30,02,02,223.5,13.63,2894.0,0.95,50.3,9999.99,18.7,32,71.9,68.5
2031-05-31,05,39,223.1,13.71,2906.0,0.95,50.2,9999.99,19.1,32.1,72.4,66.9
2031-05-31,05,39,223.1,13.71,2906.0,0.95,50.2,9999.99,19.1,32.1,72.4,66.9
2031-06-01,22,04,222.9,13.72,2905.0,0.95,50.3,9999.99,22,31.9,74.3,70
2031-06-01,22,04,222.9,13.72,2905.0,0.95,50.3,9999.99,22,31.9,74.3,70
2031-06-02,02,43,222.5,13.86,2775.0,0.9,50.3,9999.99,22,32,74.8,70
2031-06-02,02,43,222.5,13.86,2775.0,0.9,50.3,9999.99,22,32,74.8,70
2031-06-03,21,51,222.9,14.17,2969.0,0.94,50.5,9999.99,22.5,32,72.9,71.8
2031-06-03,21,51,222.9,14.17,2969.0,0.94,50.5,9999.99,22.5,32,72.9,71.8
2031-06-04,16,09,222.5,13.71,2745.0,0.9,50.3,9999.99,22.3,31.7,74.1,70.4
2031-06-04,16,09,222.5,13.71,2745.0,0.9,50.3,9999.99,22.3,31.7,74.1,70.4
2031-06-05,20,36,222.3,13.65,2822.0,0.93,50.2,9999.99,22.1,31.9,72.5,70
2031-06-05,20,36,222.3,13.65,2822.0,0.93,50.2,9999.99,22.1,31.9,72.5,70
2031-06-06,12,16,222.6,13.18,2728.0,0.93,50.1,9999.99,22,31.7,72.6,71.9
2031-06-06,12,16,222.6,13.18,2728.0,0.93,50.1,9999.99,22,31.7,72.6,71.9
2031-06-07,00,42,222.9,13.08,2595.0,0.89,50.1,9999.99,22,32,71.6,72.4
2031-06-07,00,42,222.9,13.08,2595.0,0.89,50.1,9999.99,22,32,71.6,72.4
2031-06-08,10,48,222.6,13.29,2633.0,0.89,50.3,9999.99,22.1,31.5,73.2,71.9
2031-06-08,10,48,222.6,13.29,2633.0,0.89,50.3,9999.99,22.1,31.5,73.2,71.9
2031-06-09,00,17,223.1,13.47,2735.0,0.91,50.3,9999.99,22.4,31.6,72.6,72.7
2031-06-09,00,17,223.1,13.47,2735.0,0.91,50.3,9999.99,22.4,31.6,72.6,72.7
2031-06-10,18,48,223.0,13.67,2774.0,0.91,50.1,9999.99,22.6,31.7,71.8,71.1
2031-06-10,18,48,223.0,13.67,2774.0,0.91,50.1,9999.99,22.6,31.7,71.8,71.1
2031-06-11,14,32,223.0,13.46,2791.0,0.93,50.0,9999.99,22.8,31.7,73.4,70
2031-06-11,14,32,223.0,13.46,2791.0,0.93,50.0,9999.99,22.8,31.7,73.4,70
2031-06-12,10,20,222.8,13.21,2678.0,0.91,50.1,9999.99,23.2,31.5,71.9,71.6
2031-06-12,10,20,222.8,13.21,2678.0,0.91,50.1,9999.99,23.2,31.5,71.9,71.6
2031-06-13,16,20,223.2,12.73,2699.0,0.95,50.0,9999.99,23.2,31.1,73.1,71.1
2031-06-13,16,20,223.2,12.73,2699.0,0.95,50.0,9999.99,23.2,31.1,73.1,71.1
2031-06-14,01,28,223.1,13.0,2871.0,0.99,50.1,9999.99,23.5,31.6,73.6,70.7
2031-06-14,01,28,223.1,13.0,2871.0,0.99,50.1,9999.99,23.5,31.6,73.6,70.7
2031-06-15,11,41,222.8,12.61,2753.0,0.98,50.0,9999.99,23.2,32,75.0,72.1
2031-06-15,11,41,222.8,12.61,2753.0,0.98,50.0,9999.99,23.2,32,75.0,72.1
2031-06-16,22,20,222.6,12.65,2675.0,0.95,50.1,9999.99,23.1,31.6,75.8,73.1
2031-06-16,22,20,222.6,12.65,2675.0,0.95,50.1,9999.99,23.1,31.6,75.8,73.1
2031-06-17,08,55,222.8,12.84,2632.0,0.92,50.0,9999.99,22.7,31.6,77.3,72.1
2031-06-17,08,55,222.8,12.84,2632.0,0.92,50.0,9999.99,22.7,31.6,77.3,72.1
2031-06-18,18,41,222.8,13.26,2866.0,0.97,50.0,9999.99,23.0,31.7,78.5,70.2
2031-06-18,18,41,222.8,13.26,2866.0,0.97,50.0,9999.99,23.0,31.7,78.5,70.2
2031-06-19,19,48,222.3,13.56,2864.0,0.95,50.1,9999.99,23.1,31.8,79.0,70.2
2031-06-19,19,48,222.3,13.56,2864.0,0.95,50.1,9999.99,23.1,31.8,79.0,70.2
2031-06-20,14,04,222.2,13.26,2799.0,0.95,50.3,9999.99,23.4,31.3,79.9,71.7
2031-06-20,14,04,222.2,13.26,2799.0,0.95,50.3,9999.99,23.4,31.3,79.9,71.7
2031-06-21,00,00,222.3,13.61,2995.0,0.99,50.3,9999.99,23.7,31.7,80.9,71.4
2031-06-21,00,00,222.3,13.61,2995.0,0.99,50.3,9999.99,23.7,31.7,80.9,71.4
2031-06-22,17,29,222.3,13.44,2988.0,1.0,50.1,9999.99,24.1,31.4,82.3,72.2
2031-06-22,17,29,222.3,13.44,2988.0,1.0,50.1,9999.99,24.1,31.4,82.3,72.2
2031-06-23,08,09,222.7,13.88,3091.0,1.0,50.1,9999.99,23.7,31.8,81.1,71.5
2031-06-23,08,09,222.7,13.88,3091.0,1.0,50.1,9999.99,23.7,31.8,81.1,71.5
2031-06-24,12,29,223.1,13.78,2982.0,0.97,49.9,9999.99,23.9,31.6,81.6,72.1
2031-06-24,12,29,223.1,13.78,2982.0,0.97,49.9,9999.99,23.9,31.6,81.6,72.1
2031-06-25,22,23,222.7,13.4,2805.0,0.94,49.8,9999.99,23.5,31.2,82.3,71.3
2031-06-25,22,23,222.7,13.4,2805.0,0.94,49.8,9999.99,23.5,31.2,82.3,71.3
2031-06-26,09,21,222.6,13.64,2945.0,0.97,49.9,9999.99,23.2,30.9,82.8,73.0
2031-06-26,09,21,222.6,13.64,2945.0,0.97,49.9,9999.99,23.2,30.9,82.8,73.0
2031-06-27,07,16,222.7,13.7,3051.0,1.0,49.9,9999.99,23.0,30.4,82.8,72.2
2031-06-27,07,16,222.7,13.7,3051.0,1.0,49.9,9999.99,23.0,30.4,82.8,72.2
2031-06-28,08,49,222.2,13.89,3025.0,0.98,49.8,9999.99,22.6,30.2,83.9,72.4
2031-06-28,08,49,222.2,13.89,3025.0,0.98,49.8,9999.99,22.6,30.2,83.9,72.4
2031-06-29,00,15,222.6,13.41,2866.0,0.96,49.8,9999.99,22.1,29.7,82.3,71.3
2031-06-29,00,15,222.6,13.41,2866.0,0.96,49.8,9999.99,22.1,29.7,82.3,71.3
2031-06-30,03,48,222.5,12.94,2822.0,0.98,49.9,9999.99,22,29.8,80.8,70
2031-06-30,03,48,222.5,12.94,2822.0,0.98,49.9,9999.99,22,29.8,80.8,70
2031-07-01,07,01,222.6,13.23,2739.0,0.93,49.8,9999.99,22,30.1,82.7,71.6
2031-07-01,07,01,222.6,13.23,2739.0,0.93,49.8,9999.99,22,30.1,82.7,71.6
2031-07-02,23,59,222.9,13.26,2719.0,0.92,49.6,9999.99,22,30.2,81.2,73.6
2031-07-02,23,59,222.9,13.26,2719.0,0.92,49.6,9999.99,22,30.2,81.2,73.6
2031-07-03,10,13,222.9,13.52,2863.0,0.95,49.7,9999.99,22.3,29.9,82.2,71.8
2031-07-03,10,13,222.9,13.52,2863.0,0.95,49.7,9999.99,22.3,29.9,82.2,71.8
2031-07-04,03,08,222.7,13.57,2780.0,0.92,49.7,9999.99,22.2,29.8,80.2,72.2
2031-07-04,03,08,222.7,13.57,2780.0,0.92,49.7,9999.99,22.2,29.8,80.2,72.2
2031-07-05,11,14,222.8,13.47,2641.0,0.88,49.6,9999.99,22.3,29.5,81.4,74.0
2031-07-05,11,14,222.8,13.47,2641.0,0.88,49.6,9999.99,22.3,29.5,81.4,74.0
2031-07-06,13,25,222.5,13.94,2636.0,0.85,49.8,9999.99,22.2,29.9,81.2,73.7
2031-07-06,13,25,222.5,13.94,2636.0,0.85,49.8,9999.99,22.2,29.9,81.2,73.7
2031-07-07,10,51,222.1,13.81,2668.0,0.87,49.8,9999.99,22.2,30.3,80.2,75.0
2031-07-07,10,51,222.1,13.81,2668.0,0.87,49.8,9999.99,22.2,30.3,80.2,75.0
2031-07-08,23,21,222.3,13.64,2608.0,0.86,49.9,9999.99,22,30.7,79.7,75.6
2031-07-08,23,21,222.3,13.64,2608.0,0.86,49.9,9999.99,22,30.7,79.7,75.6
2031-07-09,17,31,221.9,13.26,2560.0,0.87,49.9,9999.99,22.1,30.7,78.6,74.2
2031-07-09,17,31,221.9,13.26,2560.0,0.87,49.9,9999.99,22.1,30.7,78.6,74.2
2031-07-10,06,25,222.1,13.1,2619.0,0.9,50.0,9999.99,22,31.1,77.9,75.0
2031-07-10,06,25,222.1,13.1,2619.0,0.9,50.0,9999.99,22,31.1,77.9,75.0
2031-07-11,01,04,222.0,12.96,2589.0,0.9,50.2,9999.99,22.4,31.4,76.1,73.4
2031-07-11,01,04,222.0,12.96,2589.0,0.9,50.2,9999.99,22.4,31.4,76.1,73.4
2031-07-12,13,36,222.1,12.51,2445.0,0.88,50.4,9999.99,22.8,31.6,77.4,73.2
2031-07-12,13,36,222.1,12.51,2445.0,0.88,50.4,9999.99,22.8,31.6,77.4,73.2
2031-07-13,19,02,222.3,12.93,2501.0,0.87,50.5,9999.99,22.4,31.4,75.5,73.4
2031-07-13,19,02,222.3,12.93,2501.0,0.87,50.5,9999.99,22.4,31.4,75.5,73.4
2031-07-14,16,10,222.5,13.19,2612.0,0.89,50.5,9999.99,22.5,31.6,76.4,72.2
2031-07-14,16,10,222.5,13.19,2612.0,0.89,50.5,9999.99,22.5,31.6,76.4,72.2
2031-07-15,20,56,222.4,13.46,2754.0,0.92,50.5,9999.99,22.1,31.6,75.8,70.8
2031-07-15,20,56,222.4,13.46,2754.0,0.92,50.5,9999.99,22.1,31.6,75.8,70.8
2031-07-16,22,59,222.1,13.47,2902.0,0.97,50.4,9999.99,22.6,31.6,76.2,70
2031-07-16,22,59,222.1,13.47,2902.0,0.97,50.4,9999.99,22.6,31.6,76.2,70
2031-07-17,13,21,222.6,13.24,2947.0,1.0,50.5,9999.99,22.4,31.9,74.7,70
2031-07-17,13,21,222.6,13.24,2947.0,1.0,50.5,9999.99,22.4,31.9,74.7,70
2031-07-18,11,06,223.0,13.52,2894.0,0.96,50.5,9999.99,22.1,31.9,75.6,70
2031-07-18,11,06,223.0,13.52,2894.0,0.96,50.5,9999.99,22.1,31.9,75.6,70
2031-07-19,09,38,222.5,13.96,3013.0,0.97,50.5,9999.99,22,32,74.9,71.2
2031-07-19,09,38,222.5,13.96,3013.0,0.97,50.5,9999.99,22,32,74.9,71.2
2031-07-20,04,40,222.6,14.01,3056.0,0.98,50.6,9999.99,22,31.7,75.0,70.2
2031-07-20,04,40,222.6,14.01,3056.0,0.98,50.6,9999.99,22,31.7,75.0,70.2
2031-07-21,17,52,222.3,13.84,2892.0,0.94,50.7,9999.99,22,31.4,75.2,70
2031-07-21,17,52,222.3,13.84,2892.0,0.94,50.7,9999.99,22,31.4,75.2,70
2031-07-22,06,49,222.6,14.1,2825.0,0.9,50.8,9999.99,22,31.4,73.9,70
2031-07-22,06,49,222.6,14.1,2825.0,0.9,50.8,9999.99,22,31.4,73.9,70
2031-07-23,03,56,222.7,13.76,2850.0,0.93,51,9999.99,22.3,31.4,73.4,71.3
2031-07-23,03,56,222.7,13.76,2850.0,0.93,51,9999.99,22.3,31.4,73.4,71.3
2031-07-24,20,58,223.0,13.31,2701.0,0.91,51,9999.99,22.7,31.3,72.4,70.4
2031-07-24,20,58,223.0,13.31,2701.0,0.91,51,9999.99,22.7,31.3,72.4,70.4
2031-07-25,03,19,223.2,12.94,2773.0,0.96,51,9999.99,23.2,31.7,70.5,70
2031-07-25,03,19,223.2,12.94,2773.0,0.96,51,9999.99,23.2,31.7,70.5,70
2031-07-26,10,34,223.5,12.9,2710.0,0.94,51,9999.99,23.0,31.9,70.4,70
2031-07-26,10,34,223.5,12.9,2710.0,0.94,51,9999.99,23.0,31.9,70.4,70
2031-07-27,04,48,223.9,13.32,2744.0,0.92,51,9999.99,23.2,31.5,71.8,70
2031-07-27,04,48,223.9,13.32,2744.0,0.92,51,9999.99,23.2,31.5,71.8,70
2031-07-28,02,05,224.4,13.69,2765.0,0.9,51,9999.99,23.5,31.6,71.8,71.2
2031-07-28,02,05,224.4,13.69,2765.0,0.9,51,9999.99,23.5,31.6,71.8,71.2
2031-07-29,23,06,224.8,13.67,2796.0,0.91,51,9999.99,23.2,31.9,71.6,71.3
2031-07-29,23,06,224.8,13.67,2796.0,0.91,51,9999.99,23.2,31.9,71.6,71.3
2031-07-30,05,08,224.4,14.05,2869.0,0.91,51,9999.99,23.4,32,72.5,70
2031-07-30,05,08,224.4,14.05,2869.0,0.91,51,9999.99,23.4,32,72.5,70
2031-07-31,23,48,224.5,14.5,3092.0,0.95,50.9,9999.99,23.9,31.9,74.3,70
2031-07-31,23,48,224.5,14.5,3092.0,0.95,50.9,9999.99,23.9,31.9,74.3,70
2031-08-01,18,20,224.9,14.54,3008.0,0.92,50.8,9999.99,23.9,32,73.7,71.4
2031-08-01,18,20,224.9,14.54,3008.0,0.92,50.8,9999.99,23.9,32,73.7,71.4
2031-08-02,19,25,224.4,14.65,2860.0,0.87,50.7,9999.99,23.9,31.9,75.6,71.9
2031-08-02,19,25,224.4,14.65,2860.0,0.87,50.7,9999.99,23.9,31.9,75.6,71.9
2031-08-03,08,33,224.3,14.43,2751.0,0.85,50.5,9999.99,23.8,32,75.4,73.8
2031-08-03,08,33,224.3,14.43,2751.0,0.85,50.5,9999.99,23.8,32,75.4,73.8
2031-08-04,11,03,224.5,14.26,2657.0,0.83,50.4,9999.99,24.1,32,75.0,75.7
2031-08-04,11,03,224.5,14.26,2657.0,0.83,50.4,9999.99,24.1,32,75.0,75.7
2031-08-05,02,50,224.8,14.67,2770.0,0.84,50.5,9999.99,24.5,32,74.4,75.2
2031-08-05,02,50,224.8,14.67,2770.0,0.84,50.5,9999.99,24.5,32,74.4,75.2
2031-08-06,16,31,225.1,14.34,2647.0,0.82,50.6,9999.99,24.8,32,75.3,76.0
2031-08-06,16,31,225.1,14.34,2647.0,0.82,50.6,9999.99,24.8,32,75.3,76.0
2031-08-07,16,44,225.0,14.78,2727.0,0.82,50.8,9999.99,25.0,32,75.6,74.7
2031-08-07,16,44,225.0,14.78,2727.0,0.82,50.8,9999.99,25.0,32,75.6,74.7
2031-08-08,11,32,224.8,15,2866.0,0.85,50.7,9999.99,25.3,32,74.8,74.5
2031-08-08,11,32,224.8,15,2866.0,0.85,50.7,9999.99,25.3,32,74.8,74.5
2031-08-09,01,18,225.1,14.65,2770.0,0.84,50.7,9999.99,25.6,31.8,74.9,76.0
2031-08-09,01,18,225.1,14.65,2770.0,0.84,50.7,9999.99,25.6,31.8,74.9,76.0
2031-08-10,16,46,225.4,15,2739.0,0.81,50.5,9999.99,26.0,31.9,75.3,77.8
2031-08-10,16,46,225.4,15,2739.0,0.81,50.5,9999.99,26.0,31.9,75.3,77.8
2031-08-11,02,05,225.0,15,2700.0,0.8,50.5,9999.99,26.0,32,77.2,79.4
2031-08-11,02,05,225.0,15,2700.0,0.8,50.5,9999.99,26.0,32,77.2,79.4
2031-08-12,08,44,224.8,14.97,2692.0,0.8,50.6,9999.99,25.5,31.8,78.8,78.0
2031-08-12,08,44,224.8,14.97,2692.0,0.8,50.6,9999.99,25.5,31.8,78.8,78.0
2031-08-13,10,10,224.8,14.67,2638.0,0.8,50.7,9999.99,25.9,31.4,77.4,77.3
2031-08-13,10,10,224.8,14.67,2638.0,0.8,50.7,9999.99,25.9,31.4,77.4,77.3
2031-08-14,04,15,224.7,14.78,2756.0,0.83,50.6,9999.99,25.7,31.6,76.4,78.4
2031-08-14,04,15,224.7,14.78,2756.0,0.83,50.6,9999.99,25.7,31.6,76.4,78.4
2031-08-15,22,07,224.6,15,2796.0,0.83,50.7,9999.99,25.8,32,74.9,78.8
2031-08-15,22,07,224.6,15,2796.0,0.83,50.7,9999.99,25.8,32,74.9,78.8
2031-08-16,14,37,224.7,14.99,2829.0,0.84,50.7,9999.99,25.9,32,76.2,80.3
2031-08-16,14,37,224.7,14.99,2829.0,0.84,50.7,9999.99,25.9,32,76.2,80.3
2031-08-17,08,43,224.3,15,2725.0,0.81,50.7,9999.99,26.1,31.6,78.1,79.4
2031-08-17,08,43,224.3,15,2725.0,0.81,50.7,9999.99,26.1,31.6,78.1,79.4
2031-08-18,05,01,223.9,14.82,2655.0,0.8,50.8,9999.99,25.9,31.5,77.0,78.3
2031-08-18,05,01,223.9,14.82,2655.0,0.8,50.8,9999.99,25.9,31.5,77.0,78.3
2031-08-19,19,08,224.1,14.96,2682.0,0.8,50.8,9999.99,26.2,31.9,76.1,79.5
2031-08-19,19,08,224.1,14.96,2682.0,0.8,50.8,9999.99,26.2,31.9,76.1,79.5
2031-08-20,23,58,223.9,14.92,2739.0,0.82,50.8,9999.99,26.3,31.7,77.4,81.1
2031-08-20,23,58,223.9,14.92,2739.0,0.82,50.8,9999.99,26.3,31.7,77.4,81.1
2031-08-21,02,32,224.3,15,2826.0,0.84,51,9999.99,26.4,31.7,78.5,80.5
2031-08-21,02,32,224.3,15,2826.0,0.84,51,9999.99,26.4,31.7,78.5,80.5
2031-08-22,04,52,224.7,15,3000.0,0.89,50.8,9999.99,26.6,32,79.3,81.6
2031-08-22,04,52,224.7,15,3000.0,0.89,50.8,9999.99,26.6,32,79.3,81.6
2031-08-23,13,41,224.3,14.81,3056.0,0.92,50.7,9999.99,27.0,32,78.0,79.8
2031-08-23,13,41,224.3,14.81,3056.0,0.92,50.7,9999.99,27.0,32,78.0,79.8
2031-08-24,13,42,224.8,15,3203.0,0.95,50.7,9999.99,27.3,32,77.7,80.9
2031-08-24,13,42,224.8,15,3203.0,0.95,50.7,9999.99,27.3,32,77.7,80.9
2031-08-25,10,53,224.3,14.76,3211.0,0.97,50.8,9999.99,27.1,31.7,78.5,79.0
2031-08-25,10,53,224.3,14.76,3211.0,0.97,50.8,9999.99,27.1,31.7,78.5,79.0
2031-08-26,13,47,223.8,15,3357.0,1.0,50.6,9999.99,26.7,32,79.1,77.9
2031-08-26,13,47,223.8,15,3357.0,1.0,50.6,9999.99,26.7,32,79.1,77.9
2031-08-27,07,50,223.3,14.8,3173.0,0.96,50.8,9999.99,26.5,31.6,80.6,78.6
2031-08-27,07,50,223.3,14.8,3173.0,0.96,50.8,9999.99,26.5,31.6,80.6,78.6
2031-08-28,13,05,222.9,14.84,3275.0,0.99,51,9999.99,26.1,31.5,81.3,79.5
2031-08-28,13,05,222.9,14.84,3275.0,0.99,51,9999.99,26.1,31.5,81.3,79.5
2031-08-29,01,51,222.9,14.42,3214.0,1.0,51,9999.99,26.3,31.7,82.9,80.4
2031-08-29,01,51,222.9,14.42,3214.0,1.0,51,9999.99,26.3,31.7,82.9,80.4
2031-08-30,07,38,223.4,14.37,3210.0,1.0,50.8,9999.99,26.7,31.2,82.2,78.4
2031-08-30,07,38,223.4,14.37,3210.0,1.0,50.8,9999.99,26.7,31.2,82.2,78.4
2031-08-31,18,15,223.7,13.9,3109.0,1.0,50.8,9999.99,26.4,31.5,80.5,79.9
2031-08-31,18,15,223.7,13.9,3109.0,1.0,50.8,9999.99,26.4,31.5,80.5,79.9
2031-09-01,06,28,223.8,14.19,3176.0,1.0,50.9,9999.99,26.7,31.4,82.3,81.6
2031-09-01,06,28,223.8,14.19,3176.0,1.0,50.9,9999.99,26.7,31.4,82.3,81.6
2031-09-02,20,54,223.6,14.01,3070.0,0.98,51,9999.99,26.5,31.7,82.5,83.3
2031-09-02,20,54,223.6,14.01,3070.0,0.98,51,9999.99,26.5,31.7,82.5,83.3
2031-09-03,15,28,224.0,14.49,3019.0,0.93,51,9999.99,26.8,31.5,84.1,82.3
2031-09-03,15,28,224.0,14.49,3019.0,0.93,51,9999.99,26.8,31.5,84.1,82.3
2031-09-04,02,11,224.4,14.42,3106.0,0.96,50.9,9999.99,26.5,31.7,85.0,81.4
2031-09-04,02,11,224.4,14.42,3106.0,0.96,50.9,9999.99,26.5,31.7,85.0,81.4
2031-09-05,16,40,223.9,14.27,2971.0,0.93,51,9999.99,26.5,31.7,84.8,79.8
2031-09-05,16,40,223.9,14.27,2971.0,0.93,51,9999.99,26.5,31.7,84.8,79.8
2031-09-06,02,02,223.6,13.86,2913.0,0.94,51,9999.99,26.2,31.9,85.1,78.8
2031-09-06,02,02,223.6,13.86,2913.0,0.94,51,9999.99,26.2,31.9,85.1,78.8
2031-09-07,01,31,223.3,13.49,2741.0,0.91,51,9999.99,25.8,31.7,83.4,78.4
2031-09-07,01,31,223.3,13.49,2741.0,0.91,51,9999.99,25.8,31.7,83.4,78.4
2031-09-08,03,55,223.3,13.79,2648.0,0.86,51,9999.99,25.9,31.8,85.0,79.2
2031-09-08,03,55,223.3,13.79,2648.0,0.86,51,9999.99,25.9,31.8,85.0,79.2
2031-09-09,01,18,223.1,14.11,2739.0,0.87,50.9,9999.99,26.4,32,86.0,80.7
2031-09-09,01,18,223.1,14.11,2739.0,0.87,50.9,9999.99,26.4,32,86.0,80.7
2031-09-10,01,31,223.5,14.28,2872.0,0.9,50.9,9999.99,26.8,32,86.6,80.0
2031-09-10,01,31,223.5,14.28,2872.0,0.9,50.9,9999.99,26.8,32,86.6,80.0
2031-09-11,04,53,223.1,14.49,2909.0,0.9,50.9,9999.99,26.4,31.5,85.8,81.8
2031-09-11,04,53,223.1,14.49,2909.0,0.9,50.9,9999.99,26.4,31.5,85.8,81.8
2031-09-12,00,10,222.7,14.71,3047.0,0.93,50.8,9999.99,26.6,31.8,86.4,83.8
2031-09-12,00,10,222.7,14.71,3047.0,0.93,50.8,9999.99,26.6,31.8,86.4,83.8
2031-09-13,13,24,222.3,15,2968.0,0.89,51,9999.99,26.5,31.4,85.2,83.8
2031-09-13,13,24,222.3,15,2968.0,0.89,51,9999.99,26.5,31.4,85.2,83.8
2031-09-14,06,34,222.7,15,2873.0,0.86,50.9,9999.99,27.0,31.5,84.3,84.6
2031-09-14,06,34,222.7,15,2873.0,0.86,50.9,9999.99,27.0,31.5,84.3,84.6
2031-09-15,08,42,222.8,14.66,2744.0,0.84,51,9999.99,27.0,31.1,83.1,84.0
2031-09-15,08,42,222.8,14.66,2744.0,0.84,51,9999.99,27.0,31.1,83.1,84.0
2031-09-16,21,58,222.4,14.64,2735.0,0.84,51,9999.99,26.8,31.5,82.3,84.6
2031-09-16,21,58,222.4,14.64,2735.0,0.84,51,9999.99,26.8,31.5,82.3,84.6
2031-09-17,16,15,222.5,14.28,2669.0,0.84,50.9,9999.99,26.5,31.3,81.9,85.8
2031-09-17,16,15,222.5,14.28,2669.0,0.84,50.9,9999.99,26.5,31.3,81.9,85.8
2031-09-18,12,10,222.7,14.59,2697.0,0.83,50.8,9999.99,26.8,31.3,81.3,87.0
2031-09-18,12,10,222.7,14.59,2697.0,0.83,50.8,9999.99,26.8,31.3,81.3,87.0
2031-09-19,01,39,222.7,14.75,2628.0,0.8,50.7,9999.99,26.4,30.8,82.2,86.9
2031-09-19,01,39,222.7,14.75,2628.0,0.8,50.7,9999.99,26.4,30.8,82.2,86.9
2031-09-20,13,19,222.7,14.94,2662.0,0.8,50.7,9999.99,26.1,30.8,82.6,85.1
2031-09-20,13,19,222.7,14.94,2662.0,0.8,50.7,9999.99,26.1,30.8,82.6,85.1
2031-09-21,06,48,222.7,15,2739.0,0.82,50.9,9999.99,25.6,30.6,83.9,83.2
2031-09-21,06,48,222.7,15,2739.0,0.82,50.9,9999.99,25.6,30.6,83.9,83.2
2031-09-22,17,34,222.9,14.79,2670.0,0.81,50.7,9999.99,25.9,30.7,85.5,84.3
2031-09-22,17,34,222.9,14.79,2670.0,0.81,50.7,9999.99,25.9,30.7,85.5,84.3
2031-09-23,18,15,222.5,15,2737.0,0.82,50.5,9999.99,26.0,30.4,83.7,85.7
2031-09-23,18,15,222.5,15,2737.0,0.82,50.5,9999.99,26.0,30.4,83.7,85.7
2031-09-24,03,38,222.3,14.69,2776.0,0.85,50.4,9999.99,26.0,30.1,83.4,84.9
2031-09-24,03,38,222.3,14.69,2776.0,0.85,50.4,9999.99,26.0,30.1,83.4,84.9
2031-09-25,20,10,222.5,14.77,2958.0,0.9,50.5,9999.99,26.0,29.9,83.0,85.9
2031-09-25,20,10,222.5,14.77,2958.0,0.9,50.5,9999.99,26.0,29.9,83.0,85.9
2031-09-26,05,34,222.4,14.69,2973.0,0.91,50.6,9999.99,26.0,30.4,82.2,87.9
2031-09-26,05,34,222.4,14.69,2973.0,0.91,50.6,9999.99,26.0,30.4,82.2,87.9
2031-09-27,18,54,222.8,15,3008.0,0.9,50.8,9999.99,25.9,30.8,81.8,88.1
2031-09-27,18,54,222.8,15,3008.0,0.9,50.8,9999.99,25.9,30.8,81.8,88.1
2031-09-28,13,19,222.7,15,3040.0,0.91,50.7,9999.99,26.2,31.1,81.5,87.2
2031-09-28,13,19,222.7,15,3040.0,0.91,50.7,9999.99,26.2,31.1,81.5,87.2
2031-09-29,10,18,223.2,15,2879.0,0.86,50.9,9999.99,25.9,31.4,79.7,87.7
2031-09-29,10,18,223.2,15,2879.0,0.86,50.9,9999.99,25.9,31.4,79.7,87.7
2031-09-30,14,18,222.7,14.58,2825.0,0.87,50.9,9999.99,26.4,31.1,79.5,89.6
2031-09-30,14,18,222.7,14.58,2825.0,0.87,50.9,9999.99,26.4,31.1,79.5,89.6
2031-10-01,12,25,223.1,15,2845.0,0.85,50.8,9999.99,24,28,60,60
2031-10-01,12,25,223.1,15,2845.0,0.85,50.8,9999.99,24,28,60,60
2031-10-02,05,09,223.0,15,2910.0,0.87,50.6,9999.99,23.7,28,58.3,59.0
2031-10-02,05,09,223.0,15,2910.0,0.87,50.6,9999.99,23.7,28,58.3,59.0
2031-10-03,21,26,222.9,15,2742.0,0.82,50.5,9999.99,23.8,27.7,57.0,59.0
2031-10-03,21,26,222.9,15,2742.0,0.82,50.5,9999.99,23.8,27.7,57.0,59.0
2031-10-04,16,55,223.2,15,2712.0,0.81,50.5,9999.99,24,27.3,56.8,60
2031-10-04,16,55,223.2,15,2712.0,0.81,50.5,9999.99,24,27.3,56.8,60
